xcoord	xcoord	ycoord	lab	tumor	tumor_id
D2_14_15	14	15	L169	non	non
D2_16_15	16	15	L170	non	non
D2_20_15	20	15	L171	non	non
D2_5_15	5	15	L172	non	non
D2_8_15	8	15	L173	tumor	T2.0
D2_10_15	10	15	L174	non	non
D2_24_15	24	15	L175	non	non
D2_25_15	25	15	L176	non	non
D2_26_15	26	15	L177	non	non
D2_4_15	4	15	L178	tumor	T2.0
D2_12_15	12	15	L179	non	non
D2_13_15	13	15	L180	non	non
D2_15_15	15	15	L181	non	non
D2_17_15	17	15	L182	non	non
D2_7_15	7	15	L183	tumor	T2.0
D2_19_15	19	15	L184	non	non
D2_6_15	6	15	L185	tumor	T2.0
D2_2_15	2	15	L186	tumor	T2.0
D2_3_15	3	15	L187	tumor	T2.0
D2_22_16	22	16	L188	non	non
D2_10_16	10	16	L189	tumor	T2.0
D2_11_16	11	16	L190	tumor	T2.0
D2_21_16	21	16	L191	non	non
D2_27_16	27	16	L192	non	non
D2_9_16	9	16	L193	tumor	T2.0
D2_16_16	16	16	L194	non	non
D2_15_16	15	16	L195	non	non
D2_20_16	20	16	L196	non	non
D2_26_16	26	16	L197	non	non
D2_28_16	28	16	L198	non	non
D2_5_16	5	16	L199	tumor	T2.0
D2_25_16	25	16	L200	non	non
D2_19_16	19	16	L201	non	non
D2_14_16	14	16	L202	non	non
D2_18_16	18	16	L203	non	non
D2_17_16	17	16	L204	non	non
D2_24_16	24	16	L205	non	non
D2_8_16	8	16	L206	tumor	T2.0
D2_7_16	7	16	L207	tumor	T2.0
D2_13_16	13	16	L208	non	non
D2_6_16	6	16	L209	tumor	T2.0
D2_2_16	2	16	L210	tumor	T2.0
D2_4_16	4	16	L211	non	non
D2_23_16	23	16	L212	non	non
D2_12_16	12	16	L213	non	non
D2_3_16	3	16	L214	non	non
D2_22_17	22	17	L215	non	non
D2_27_17	27	17	L216	non	non
D2_21_17	21	17	L217	non	non
D2_29_17	29	17	L218	non	non
D2_28_17	28	17	L219	non	non
D2_11_17	11	17	L220	non	non
D2_26_17	26	17	L221	non	non
D2_19_17	19	17	L222	tumor	T3.0
D2_16_17	16	17	L223	non	non
D2_20_17	20	17	L224	non	non
D2_10_17	10	17	L225	tumor	T2.0
D2_5_17	5	17	L226	non	non
D2_8_17	8	17	L227	non	non
D2_17_17	17	17	L228	tumor	T3.0
D2_25_17	25	17	L229	non	non
D2_4_17	4	17	L230	tumor	T2.0
D2_13_17	13	17	L231	non	non
D2_14_17	14	17	L232	non	non
D2_18_17	18	17	L233	non	non
D2_23_17	23	17	L234	non	non
D2_15_17	15	17	L235	non	non
D2_24_17	24	17	L236	non	non
D2_12_17	12	17	L237	non	non
D2_3_17	3	17	L238	tumor	T2.0
D2_6_17	6	17	L239	tumor	T2.0
D2_2_17	2	17	L240	tumor	T2.0
D2_7_17	7	17	L241	tumor	T2.0
D2_9_17	9	17	L242	tumor	T2.0
D2_8_18	8	18	L243	non	non
D2_22_18	22	18	L244	non	non
D2_21_18	21	18	L245	tumor	T3.0
D2_30_18	30	18	L246	non	non
D2_11_18	11	18	L247	non	non
D2_10_18	10	18	L248	non	non
D2_9_18	9	18	L249	tumor	T2.0
D2_4_18	4	18	L250	tumor	T2.0
D2_24_18	24	18	L251	non	non
D2_16_18	16	18	L252	non	non
D2_17_18	17	18	L253	non	non
D2_28_18	28	18	L254	non	non
D2_5_18	5	18	L255	tumor	T2.0
D2_29_18	29	18	L256	non	non
D2_12_18	12	18	L257	non	non
D2_23_18	23	18	L258	non	non
D2_19_18	19	18	L259	tumor	T3.0
D2_20_18	20	18	L260	tumor	T3.0
D2_27_18	27	18	L261	non	non
D2_7_18	7	18	L262	tumor	T2.0
D2_15_18	15	18	L263	non	non
D2_6_18	6	18	L264	tumor	T2.0
D2_13_18	13	18	L265	non	non
D2_25_18	25	18	L266	non	non
D2_3_18	3	18	L267	tumor	T2.0
D2_2_18	2	18	L268	tumor	T2.0
D2_14_18	14	18	L269	non	non
D2_26_18	26	18	L270	non	non
D2_22_19	22	19	L271	non	non
D2_11_19	11	19	L272	non	non
D2_27_19	27	19	L273	non	non
D2_21_19	21	19	L274	non	non
D2_30_19	30	19	L275	non	non
D2_10_19	10	19	L276	non	non
D2_20_19	20	19	L277	non	non
D2_31_19	31	19	L278	non	non
D2_28_19	28	19	L279	non	non
D2_15_19	15	19	L280	non	non
D2_26_19	26	19	L281	non	non
D2_16_19	16	19	L282	non	non
D2_29_19	29	19	L283	non	non
D2_18_19	18	19	L284	non	non
D2_19_19	19	19	L285	tumor	T3.0
D2_9_19	9	19	L286	non	non
D2_13_19	13	19	L287	tumor	T0.0
D2_23_19	23	19	L288	non	non
D2_5_19	5	19	L289	tumor	T2.0
D2_3_19	3	19	L290	tumor	T2.0
D2_4_19	4	19	L291	tumor	T2.0
D2_8_19	8	19	L292	tumor	T2.0
D2_17_19	17	19	L293	non	non
D2_24_19	24	19	L294	non	non
D2_12_19	12	19	L295	non	non
D2_14_19	14	19	L296	tumor	T0.0
D2_25_19	25	19	L297	non	non
D2_7_19	7	19	L298	tumor	T2.0
D2_6_19	6	19	L299	tumor	T2.0
D2_10_20	10	20	L300	non	non
D2_32_20	32	20	L301	non	non
D2_21_20	21	20	L302	non	non
D2_27_20	27	20	L303	non	non
D2_11_20	11	20	L304	tumor	T0.0
D2_31_20	31	20	L305	non	non
D2_20_20	20	20	L306	non	non
D2_22_20	22	20	L307	non	non
D2_30_20	30	20	L308	tumor	non
D2_19_20	19	20	L309	non	non
D2_26_20	26	20	L310	non	non
D2_16_20	16	20	L311	non	non
D2_25_20	25	20	L312	non	non
D2_28_20	28	20	L313	non	non
D2_13_20	13	20	L314	non	non
D2_15_20	15	20	L315	non	non
D2_18_20	18	20	L316	non	non
D2_29_20	29	20	L317	non	non
D2_14_20	14	20	L318	tumor	T0.0
D2_5_20	5	20	L319	tumor	T2.0
D2_8_20	8	20	L320	non	non
D2_9_20	9	20	L321	non	non
D2_24_20	24	20	L322	non	non
D2_23_20	23	20	L323	non	non
D2_7_20	7	20	L324	tumor	T2.0
D2_12_20	12	20	L325	tumor	T0.0
D2_17_20	17	20	L326	non	non
D2_6_20	6	20	L327	tumor	T2.0
D2_21_21	21	21	L328	non	non
D2_32_21	32	21	L329	non	non
D2_22_21	22	21	L330	non	non
D2_31_21	31	21	L331	non	non
D2_30_21	30	21	L332	non	non
D2_11_21	11	21	L333	tumor	T0.0
D2_16_21	16	21	L334	non	non
D2_27_21	27	21	L335	non	non
D2_29_21	29	21	L336	non	non
D2_10_21	10	21	L337	non	non
D2_20_21	20	21	L338	non	non
D2_23_21	23	21	L339	non	non
D2_26_21	26	21	L340	tumor	T0.0
D2_19_21	19	21	L341	non	non
D2_28_21	28	21	L342	non	non
D2_7_21	7	21	L343	non	non
D2_24_21	24	21	L344	tumor	T0.0
D2_6_21	6	21	L345	non	non
D2_15_21	15	21	L346	tumor	T0.0
D2_18_21	18	21	L347	non	non
D2_8_21	8	21	L348	non	non
D2_9_21	9	21	L349	non	non
D2_12_21	12	21	L350	tumor	T0.0
D2_13_21	13	21	L351	tumor	T0.0
D2_17_21	17	21	L352	non	non
D2_14_21	14	21	L353	tumor	T0.0
D2_25_21	25	21	L354	tumor	T0.0
D2_22_22	22	22	L355	tumor	T0.0
D2_11_22	11	22	L356	tumor	T0.0
D2_21_22	21	22	L357	non	non
D2_10_22	10	22	L358	tumor	T0.0
D2_20_22	20	22	L359	non	non
D2_29_22	29	22	L360	non	non
D2_31_22	31	22	L361	non	non
D2_27_22	27	22	L362	tumor	T0.0
D2_9_22	9	22	L363	tumor	T0.0
D2_28_22	28	22	L364	tumor	T0.0
D2_13_22	13	22	L365	tumor	T0.0
D2_19_22	19	22	L366	non	non
D2_26_22	26	22	L367	tumor	T0.0
D2_8_22	8	22	L368	non	non
D2_17_22	17	22	L369	non	non
D2_18_22	18	22	L370	non	non
D2_25_22	25	22	L371	tumor	T0.0
D2_15_22	15	22	L372	tumor	T0.0
D2_12_22	12	22	L373	tumor	T0.0
D2_23_22	23	22	L374	tumor	T0.0
D2_14_22	14	22	L375	tumor	T0.0
D2_16_22	16	22	L376	tumor	T0.0
D2_10_23	10	23	L377	tumor	T0.0
D2_32_23	32	23	L378	tumor	T0.0
D2_27_23	27	23	L379	tumor	T0.0
D2_21_23	21	23	L380	tumor	T0.0
D2_31_23	31	23	L381	tumor	T0.0
D2_22_23	22	23	L382	tumor	T0.0
D2_20_23	20	23	L383	non	non
D2_28_23	28	23	L384	tumor	T0.0
D2_11_23	11	23	L385	tumor	T0.0
D2_30_23	30	23	L386	tumor	T0.0
D2_26_23	26	23	L387	tumor	T0.0
D2_8_23	8	23	L388	tumor	T0.0
D2_24_23	24	23	L389	tumor	T0.0
D2_9_23	9	23	L390	tumor	T0.0
D2_15_23	15	23	L391	tumor	T0.0
D2_16_23	16	23	L392	tumor	T0.0
D2_29_23	29	23	L393	tumor	T0.0
D2_14_23	14	23	L394	tumor	T0.0
D2_19_23	19	23	L395	non	non
D2_23_23	23	23	L396	tumor	T0.0
D2_25_23	25	23	L397	tumor	T0.0
D2_13_23	13	23	L398	tumor	T0.0
D2_18_23	18	23	L399	non	non
D2_17_23	17	23	L400	tumor	T0.0
D2_12_23	12	23	L401	tumor	T0.0
D2_21_24	21	24	L402	non	non
D2_30_24	30	24	L403	tumor	T0.0
D2_22_24	22	24	L404	tumor	T0.0
D2_10_24	10	24	L405	tumor	T0.0
D2_20_24	20	24	L406	tumor	T0.0
D2_31_24	31	24	L407	tumor	T0.0
D2_32_24	32	24	L408	tumor	T0.0
D2_15_24	15	24	L409	tumor	T0.0
D2_16_24	16	24	L410	tumor	T0.0
D2_11_24	11	24	L411	tumor	T0.0
D2_28_24	28	24	L412	tumor	T0.0
D2_29_24	29	24	L413	tumor	T0.0
D2_9_24	9	24	L414	tumor	T0.0
D2_19_24	19	24	L415	non	non
D2_26_24	26	24	L416	tumor	T0.0
D2_14_24	14	24	L417	tumor	T0.0
D2_12_24	12	24	L418	tumor	T0.0
D2_13_24	13	24	L419	tumor	T0.0
D2_27_24	27	24	L420	tumor	T0.0
D2_25_24	25	24	L421	tumor	T0.0
D2_17_24	17	24	L422	tumor	T0.0
D2_18_24	18	24	L423	non	non
D2_23_24	23	24	L424	tumor	T0.0
D2_8_24	8	24	L425	tumor	T0.0
D2_24_24	24	24	L426	tumor	T0.0
D2_23_25	23	25	L427	tumor	T0.0
D2_22_25	22	25	L428	tumor	T0.0
D2_21_25	21	25	L429	non	non
D2_30_25	30	25	L430	non	non
D2_32_25	32	25	L431	non	non
D2_16_25	16	25	L432	tumor	T0.0
D2_10_25	10	25	L433	tumor	T0.0
D2_11_25	11	25	L434	tumor	T0.0
D2_31_25	31	25	L435	tumor	T0.0
D2_20_25	20	25	L436	tumor	T0.0
D2_28_25	28	25	L437	tumor	T0.0
D2_27_25	27	25	L438	tumor	T0.0
D2_29_25	29	25	L439	tumor	T0.0
D2_17_25	17	25	L440	tumor	T0.0
D2_19_25	19	25	L441	tumor	T0.0
D2_26_25	26	25	L442	tumor	T0.0
D2_9_25	9	25	L443	tumor	T0.0
D2_25_25	25	25	L444	non	non
D2_12_25	12	25	L445	tumor	T0.0
D2_15_25	15	25	L446	tumor	T0.0
D2_18_25	18	25	L447	tumor	T0.0
D2_24_25	24	25	L448	tumor	T0.0
D2_13_25	13	25	L449	tumor	T0.0
D2_14_25	14	25	L450	tumor	T0.0
D2_32_26	32	26	L451	non	non
D2_14_26	14	26	L452	tumor	T0.0
D2_26_26	26	26	L453	tumor	T0.0
D2_30_26	30	26	L454	non	non
D2_20_26	20	26	L455	tumor	T0.0
D2_11_26	11	26	L456	tumor	T0.0
D2_9_26	9	26	L457	non	non
D2_16_26	16	26	L458	tumor	T0.0
D2_22_26	22	26	L459	tumor	T0.0
D2_27_26	27	26	L460	tumor	T0.0
D2_10_26	10	26	L461	tumor	T0.0
D2_15_26	15	26	L462	tumor	T0.0
D2_19_26	19	26	L463	non	non
D2_25_26	25	26	L464	tumor	T0.0
D2_31_26	31	26	L465	non	non
D2_12_26	12	26	L466	tumor	T0.0
D2_18_26	18	26	L467	tumor	T0.0
D2_29_26	29	26	L468	tumor	T0.0
D2_21_26	21	26	L469	tumor	T0.0
D2_17_26	17	26	L470	non	non
D2_24_26	24	26	L471	tumor	T0.0
D2_23_26	23	26	L472	tumor	T0.0
D2_28_26	28	26	L473	tumor	T0.0
D2_13_26	13	26	L474	tumor	T0.0
D2_32_27	32	27	L475	non	non
D2_11_27	11	27	L476	tumor	T0.0
D2_22_27	22	27	L477	tumor	T0.0
D2_10_27	10	27	L478	tumor	T0.0
D2_21_27	21	27	L479	tumor	T0.0
D2_31_27	31	27	L480	non	non
D2_27_27	27	27	L481	tumor	T0.0
D2_16_27	16	27	L482	non	non
D2_28_27	28	27	L483	tumor	T0.0
D2_23_27	23	27	L484	tumor	T0.0
D2_30_27	30	27	L485	non	non
D2_15_27	15	27	L486	non	non
D2_26_27	26	27	L487	non	non
D2_24_27	24	27	L488	tumor	T0.0
D2_29_27	29	27	L489	tumor	T0.0
D2_25_27	25	27	L490	tumor	T0.0
D2_19_27	19	27	L491	tumor	T0.0
D2_14_27	14	27	L492	tumor	T0.0
D2_17_27	17	27	L493	non	non
D2_13_27	13	27	L494	non	non
D2_18_27	18	27	L495	tumor	T0.0
D2_20_27	20	27	L496	tumor	T0.0
D2_12_27	12	27	L497	tumor	T0.0
D2_32_28	32	28	L498	non	non
D2_22_28	22	28	L499	tumor	T0.0
D2_11_28	11	28	L500	tumor	T0.0
D2_30_28	30	28	L501	non	non
D2_31_28	31	28	L502	non	non
D2_21_28	21	28	L503	tumor	T0.0
D2_28_28	28	28	L504	tumor	T0.0
D2_26_28	26	28	L505	tumor	T0.0
D2_20_28	20	28	L506	tumor	T0.0
D2_27_28	27	28	L507	tumor	T0.0
D2_16_28	16	28	L508	non	non
D2_18_28	18	28	L509	non	non
D2_14_28	14	28	L510	non	non
D2_17_28	17	28	L511	non	non
D2_19_28	19	28	L512	tumor	T0.0
D2_23_28	23	28	L513	tumor	T0.0
D2_12_28	12	28	L514	tumor	T0.0
D2_25_28	25	28	L515	tumor	T0.0
D2_29_28	29	28	L516	non	non
D2_15_28	15	28	L517	tumor	T0.0
D2_24_28	24	28	L518	tumor	T0.0
D2_13_28	13	28	L519	tumor	T0.0
D2_22_29	22	29	L520	non	non
D2_32_29	32	29	L521	non	non
D2_21_29	21	29	L522	tumor	T0.0
D2_16_29	16	29	L523	tumor	T0.0
D2_30_29	30	29	L524	non	non
D2_27_29	27	29	L525	tumor	T0.0
D2_28_29	28	29	L526	non	non
D2_15_29	15	29	L527	tumor	T0.0
D2_26_29	26	29	L528	tumor	T0.0
D2_29_29	29	29	L529	tumor	T0.0
D2_31_29	31	29	L530	non	non
D2_20_29	20	29	L531	tumor	T0.0
D2_13_29	13	29	L532	tumor	T0.0
D2_17_29	17	29	L533	tumor	T0.0
D2_25_29	25	29	L534	tumor	T0.0
D2_14_29	14	29	L535	tumor	T0.0
D2_18_29	18	29	L536	tumor	T0.0
D2_19_29	19	29	L537	tumor	T0.0
D2_24_29	24	29	L538	tumor	T0.0
D2_23_29	23	29	L539	tumor	T0.0
D2_31_30	31	30	L540	non	non
D2_27_30	27	30	L541	non	non
D2_21_30	21	30	L542	tumor	T0.0
D2_20_30	20	30	L543	non	non
D2_19_30	19	30	L544	non	non
D2_22_30	22	30	L545	tumor	T0.0
D2_26_30	26	30	L546	non	non
D2_30_30	30	30	L547	non	non
D2_25_30	25	30	L548	non	non
D2_28_30	28	30	L549	non	non
D2_16_30	16	30	L550	tumor	T0.0
D2_18_30	18	30	L551	non	non
D2_14_30	14	30	L552	tumor	T0.0
D2_24_30	24	30	L553	tumor	T0.0
D2_17_30	17	30	L554	tumor	T0.0
D2_29_30	29	30	L555	non	non
D2_15_30	15	30	L556	tumor	T0.0
D2_23_30	23	30	L557	tumor	T0.0
D2_22_31	22	31	L558	tumor	T0.0
D2_27_31	27	31	L559	non	non
D2_19_31	19	31	L560	non	non
D2_21_31	21	31	L561	non	non
D2_25_31	25	31	L562	non	non
D2_26_31	26	31	L563	non	non
D2_28_31	28	31	L564	non	non
D2_17_31	17	31	L565	tumor	T0.0
D2_16_31	16	31	L566	tumor	T0.0
D2_18_31	18	31	L567	non	non
D2_24_31	24	31	L568	non	non
D2_20_31	20	31	L569	non	non
D2_23_31	23	31	L570	non	non
D2_21_32	21	32	L571	non	non
D2_22_32	22	32	L572	tumor	T0.0
D2_23_32	23	32	L573	tumor	T0.0
D2_24_32	24	32	L574	non	non
D2_27_32	27	32	L575	non	non
D2_20_32	20	32	L576	non	non
D2_26_32	26	32	L577	non	non
D2_25_32	25	32	L578	non	non
D2_19_32	19	32	L579	non	non
D2_18_32	18	32	L580	tumor	T0.0
D2_22_33	22	33	L581	non	non
D2_21_33	21	33	L582	tumor	T0.0
D2_20_33	20	33	L583	tumor	T0.0
D2_26_33	26	33	L584	non	non
D2_24_33	24	33	L585	non	non
D2_25_33	25	33	L586	non	non
D2_23_33	23	33	L587	non	non
